0.40571	0.95645
0.40714	0.95775
0.40857	0.95903
0.41	0.96029
0.41143	0.96154
0.41286	0.96276
0.41429	0.96396
0.41571	0.96515
0.41714	0.96631
0.41857	0.96746
0.42	0.96858
0.42143	0.96969
0.42286	0.97078
0.42429	0.97184
0.42571	0.97289
0.42714	0.97392
0.42857	0.97493
0.43	0.97592
0.43143	0.97689
0.43286	0.97784
0.43429	0.97877
0.43571	0.97968
0.43714	0.98057
0.43857	0.98144
0.44	0.98229
0.44143	0.98312
0.44286	0.98393
0.44429	0.98472
0.44571	0.98549
0.44714	0.98624
0.44857	0.98698
0.45	0.98769
0.45143	0.98838
0.45286	0.98905
0.45429	0.9897
0.45571	0.99034
0.45714	0.99095
0.45857	0.99154
0.46	0.99211
0.46143	0.99267
0.46286	0.9932
0.46429	0.99371
0.46571	0.9942
0.46714	0.99468
0.46857	0.99513
0.47	0.99556
0.47143	0.99597
0.47286	0.99637
0.47429	0.99674
0.47571	0.99709
0.47714	0.99742
0.47857	0.99773
0.48	0.99803
0.48143	0.9983
0.48286	0.99855
0.48429	0.99878
0.48571	0.99899
0.48714	0.99918
0.48857	0.99936
0.49	0.99951
0.49143	0.99964
0.49286	0.99975
0.49429	0.99984
0.49571	0.99991
0.49714	0.99996
0.49857	0.99999
0.5	1
0.50143	0.99999
0.50286	0.99996
0.50429	0.99991
0.50571	0.99984
0.50714	0.99975
0.50857	0.99964
0.51	0.99951
0.51143	0.99936
0.51286	0.99918
0.51429	0.99899
0.51571	0.99878
0.51714	0.99855
0.51857	0.9983
0.52	0.99803
0.52143	0.99773
0.52286	0.99742
0.52429	0.99709
0.52571	0.99674
0.52714	0.99637
0.52857	0.99597
0.53	0.99556
0.53143	0.99513
0.53286	0.99468
0.53429	0.9942
0.53571	0.99371
0.53714	0.9932
0.53857	0.99267
0.54	0.99211
0.54143	0.99154
0.54286	0.99095
0.54429	0.99034
0.54571	0.9897
0.54714	0.98905
0.54857	0.98838
0.55	0.98769
0.55143	0.98698
0.55286	0.98624
0.55429	0.98549
0.55571	0.98472
0.55714	0.98393
0.55857	0.98312
0.56	0.98229
0.56143	0.98144
0.56286	0.98057
0.56429	0.97968
0.56571	0.97877
0.56714	0.97784
0.56857	0.97689
0.57	0.97592
0.57143	0.97493
0.57286	0.97392
0.57429	0.97289
0.57571	0.97184
0.57714	0.97078
0.57857	0.96969
0.58	0.96858
0.58143	0.96746
0.58286	0.96631
0.58429	0.96515
0.58571	0.96396
0.58714	0.96276
0.58857	0.96154
0.59	0.96029
0.59143	0.95903
0.59286	0.95775
0.59429	0.95645
0.59571	0.95513
0.59714	0.95379
0.59857	0.95243
0.6	0.95106
0.60143	0.94966
0.60286	0.94824
0.60429	0.94681
0.60571	0.94536
0.60714	0.94388
0.60857	0.94239
0.61	0.94088
0.61143	0.93935
0.61286	0.9378
0.61429	0.93623
0.61571	0.93465
0.61714	0.93304
0.61857	0.93142
0.62	0.92978
0.62143	0.92811
0.62286	0.92643
0.62429	0.92474
0.62571	0.92302
0.62714	0.92128
0.62857	0.91953
0.63	0.91775
0.63143	0.91596
0.63286	0.91415
0.63429	0.91232
0.63571	0.91048
0.63714	0.90861
0.63857	0.90673
0.64	0.90483
0.64143	0.90291
0.64286	0.90097
0.64429	0.89901
0.64571	0.89704
0.64714	0.89505
0.64857	0.89304
0.65	0.89101
0.65143	0.88896
0.65286	0.8869
0.65429	0.88481
0.65571	0.88271
0.65714	0.8806
0.65857	0.87846
0.66	0.87631
0.66143	0.87414
0.66286	0.87195
0.66429	0.86974
0.66571	0.86752
0.66714	0.86528
0.66857	0.86302
0.67	0.86074
0.67143	0.85845
0.67286	0.85614
0.67429	0.85381
0.67571	0.85147
0.67714	0.8491
0.67857	0.84672
0.68	0.84433
0.68143	0.84191
0.68286	0.83948
0.68429	0.83704
0.68571	0.83457
0.68714	0.83209
0.68857	0.82959
0.69	0.82708
0.69143	0.82455
0.69286	0.822
0.69429	0.81944
0.69571	0.81686
0.69714	0.81426
0.69857	0.81165
0.7	0.80902
0.70143	0.80637
0.70286	0.80371
0.70429	0.80103
0.70571	0.79834
0.70714	0.79562
0.70857	0.7929
0.71	0.79016
0.71143	0.7874
0.71286	0.78462
0.71429	0.78183
0.71571	0.77903
0.71714	0.7762
0.71857	0.77337
0.72	0.77051
0.72143	0.76764
0.72286	0.76476
0.72429	0.76186
0.72571	0.75895
0.72714	0.75602
0.72857	0.75307
0.73	0.75011
0.73143	0.74714
0.73286	0.74415
0.73429	0.74114
0.73571	0.73812
0.73714	0.73508
0.73857	0.73203
0.74	0.72897
0.74143	0.72589
0.74286	0.72279
0.74429	0.71969
0.74571	0.71656
0.74714	0.71343
0.74857	0.71027
0.75	0.70711
0.75143	0.70393
0.75286	0.70073
0.75429	0.69752
0.75571	0.6943
0.75714	0.69106
0.75857	0.68781
0.76	0.68455
0.76143	0.68127
0.76286	0.67798
0.76429	0.67467
0.76571	0.67135
0.76714	0.66802
0.76857	0.66467
0.77	0.66131
0.77143	0.65794
0.77286	0.65455
0.77429	0.65115
0.77571	0.64774
0.77714	0.64431
0.77857	0.64088
0.78	0.63742
0.78143	0.63396
0.78286	0.63048
0.78429	0.62699
0.78571	0.62349
0.78714	0.61997
0.78857	0.61645
0.79	0.61291
0.79143	0.60935
0.79286	0.60579
0.79429	0.60221
0.79571	0.59862
0.79714	0.59502
0.79857	0.59141
0.8	0.58779
0.80143	0.58415
0.80286	0.5805
0.80429	0.57684
0.80571	0.57317
0.80714	0.56948
0.80857	0.56579
0.81	0.56208
0.81143	0.55837
0.81286	0.55464
0.81429	0.5509
0.81571	0.54715
0.81714	0.54338
0.81857	0.53961
0.82	0.53583
0.82143	0.53203
0.82286	0.52823
0.82429	0.52441
0.82571	0.52058
0.82714	0.51675
0.82857	0.5129
0.83	0.50904
0.83143	0.50517
0.83286	0.5013
0.83429	0.49741
0.83571	0.49351
0.83714	0.4896
0.83857	0.48568
0.84	0.48175
0.84143	0.47782
0.84286	0.47387
0.84429	0.46991
0.84571	0.46595
0.84714	0.46197
0.84857	0.45798
0.85	0.45399
0.85143	0.44999
0.85286	0.44597
0.85429	0.44195
0.85571	0.43792
0.85714	0.43388
0.85857	0.42984
0.86	0.42578
0.86143	0.42171
0.86286	0.41764
0.86429	0.41356
0.86571	0.40947
0.86714	0.40537
0.86857	0.40126
0.87	0.39715
0.87143	0.39303
0.87286	0.38889
0.87429	0.38476
0.87571	0.38061
0.87714	0.37646
0.87857	0.37229
0.88	0.36812
0.88143	0.36395
0.88286	0.35976
0.88429	0.35557
0.88571	0.35137
0.88714	0.34717
0.88857	0.34296
0.89	0.33874
0.89143	0.33451
0.89286	0.33028
0.89429	0.32604
0.89571	0.32179
0.89714	0.31754
0.89857	0.31328
0.9	0.30902
0.90143	0.30475
0.90286	0.30047
0.90429	0.29618
0.90571	0.29189
0.90714	0.2876
0.90857	0.2833
0.91	0.27899
0.91143	0.27468
0.91286	0.27036
0.91429	0.26604
0.91571	0.26171
0.91714	0.25737
0.91857	0.25303
0.92	0.24869
0.92143	0.24434
0.92286	0.23999
0.92429	0.23563
0.92571	0.23126
0.92714	0.22689
0.92857	0.22252
0.93	0.21814
0.93143	0.21376
0.93286	0.20937
0.93429	0.20498
0.93571	0.20059
0.93714	0.19619
0.93857	0.19179
0.94	0.18738
0.94143	0.18297
0.94286	0.17856
0.94429	0.17414
0.94571	0.16972
0.94714	0.16529
0.94857	0.16087
0.95	0.15643
0.95143	0.152
0.95286	0.14756
0.95429	0.14312
0.95571	0.13868
0.95714	0.13423
0.95857	0.12978
0.96	0.12533
0.96143	0.12088
0.96286	0.11642
0.96429	0.11196
0.96571	0.1075
0.96714	0.10304
0.96857	0.09858
0.97	0.09411
0.97143	0.08964
0.97286	0.08517
0.97429	0.0807
0.97571	0.07622
0.97714	0.07175
0.97857	0.06727
0.98	0.06279
0.98143	0.05831
0.98286	0.05383
0.98429	0.04935
0.98571	0.04486
0.98714	0.04038
0.98857	0.0359
0.99	0.03141
0.99143	0.02692
0.99286	0.02244
0.99429	0.01795
0.99571	0.01346
0.99714	0.00898
0.99857	0.00449
1	0
